sam_address_id,full_address,mailing_neighborhood,state,zip_code,x_coord,y_coord,recollect,trashday,pwd_district
360473,64 N Margin St #2,Boston,MA,2113,-71.05683043,42.36495951772371,MTH,MTH,1
161627,5 Arlington Ave,Charlestown,MA,2129,-71.07327824,42.38663654,,,
137637,556 Tremont St #2,Roxbury,MA,2118,-71.07156051,42.34369953868422,TF,TF,1
106435,51 Paragon Rd,West Roxbury,MA,2132,-71.16407088,42.26911967692239,F,F,6
321222,226 Tremont St #5,Boston,MA,2116,-71.06457048,42.35138952882381,MF,MF,1
220866,3 Cufflin St #1,Brighton,MA,2135,-71.17417072,42.351349672136685,TH,TH,4
290865,63 Parker Hill Ave Unit 426A,Mission Hill,MA,2120,-71.10906062,42.33054959,TF,TF,10
255036,311 Huntington Ave #4A,Boston,MA,2115,-71.08746455,42.34122155999717,TF,TF,10
263029,105 Lawrence Ave #2,Dorchester,MA,2121,-71.07496059,42.31067954646037,T,T,3
26993,64 W Cedar St #3,Boston,MA,2114,-71.07026747,42.35968453579677,MF,MF,1
420177,1 Franklin St #1909,Boston,MA,2110,-71.05952603,42.35577608942076,MF,MF,1
163452,17 Clarendon St,Boston,MA,2116,-71.07192644,42.34472637347548,TF,TF,1
218511,31 Coolidge Rd # 1,Allston,MA,2134,-71.1298876,42.35969461282176,F,F,4
93157,91-93 Maxwell St # 91-1,Dorchester,MA,2124,-71.08037067,42.28188955663349,W,W,7
51879,42 Eighth St #3414,Charlestown,MA,2129,-71.0523994,42.37483051096919,W1A,W,1A
178376,38 Annunciation Rd #A,Mission Hill,MA,2120,-71.09187057,42.33519956653839,TF,TF,10
333621,66 Webster St #2,East Boston,MA,2128,-71.03797138,42.36728349328946,W,W,9
337443,12 Wilton St # 3,Hyde Park,MA,2136,-71.12591084,42.24908963039331,T,T,8
225952,29 Doris St #3,Dorchester,MA,2125,-71.05772055,42.31367952274717,TH,TH,3
135294,207 W Third St,South Boston,MA,2127,-71.04959047,42.339229509871885,TH5,TH,5
304420,8 Saint Lukes Rd # 3,Allston,MA,2134,-71.12680062,42.351859610150456,W,W,4
429969,300 Harrison Ave #139,Roxbury,MA,2118,-71.0624614,42.34602294615494,TF,TF,1
137719,591 Tremont St #3,Roxbury,MA,2118,-71.07321051,42.34337954052197,TF,TF,1
152532,79 Worcester St,Roxbury,MA,2118,-71.07785053,42.33954954765962,TF,TF,1
241471,70 Glencoe St # 2,Brighton,MA,2135,-71.14887366,42.35318763875042,T,T,4
350563,74 Zeigler St,Roxbury,MA,2119,-71.08178009,42.32932611072473,MTH,MTH,10
290732,256 Parker Hill Ave #1,Mission Hill,MA,2120,-71.10079061,42.32856957922101,TF,TF,10
197771,61 Brookline Ave #215,Boston,MA,2215,-71.09900056,42.34718957443716,TF,TF,10
359270,111 Beach St #3A,Boston,MA,2111,-71.05795046,42.35063952026318,MF,MF,1
269309,183 Marlborough St #B,Boston,MA,2116,-71.08014051,42.35272954905403,MTH,MTH,1
256408,896 Huntington Ave #7,Mission Hill,MA,2120,-71.11167063,42.33195959329522,TF,TF,10
236624,117 Forest Hills St #1B,Jamaica Plain,MA,2130,-71.10314066,42.30803958518096,W,W,2
188190,40 Berkeley St #732,Boston,MA,2116,-71.0709005,42.34593953760193,TF,TF,1
220679,54 Crestwood Park # 1,Roxbury,MA,2119,-71.0870006,42.31791956206848,MTH,MTH,10
273726,511 Medford St #1,Charlestown,MA,2129,-71.06960041,42.38399953239832,,,
182999,86 Bay State Rd #5,Boston,MA,2215,-71.09681055,42.349829571187854,TF,TF,10
242434,76 Goodenough St # 1,Brighton,MA,2135,-71.15418067,42.35474964528154,M,M,4
424472,24 Rockland St #13,Roxbury,MA,2119,-71.08399059,42.321929557513165,MTH,MTH,10
290875,7 Parker Hill Ave #2,Mission Hill,MA,2120,-71.10975062,42.33285959059423,TF,TF,10
125013,235 W Selden St,Mattapan,MA,2126,-71.08978071,42.27341957,W,W,7
163121,7 Chamblet St,Dorchester,MA,2125,-71.07195632,42.31594536490141,W,W,3
378786,18 Woodfield St,Dorchester,MA,2122,-71.0516906,42.28362951664568,TH,TH,7
323369,19 Turner St # 3,Brighton,MA,2135,-71.1618807,42.34967965645893,M,M,4
174595,133 Standard St,Mattapan,MA,2126,-71.08013068,42.276449557138434,W,W,7
185501,253 N Beacon St #35,Brighton,MA,2135,-71.15161866,42.35706964152766,M,M,4
402412,225 Baker St #14,West Roxbury,MA,2132,-71.16676087,42.27692967883978,F,F,6
360542,10 Noyes Pl # 1,Boston,MA,2113,-71.05602043,42.36509951666898,MTH,MTH,1
218462,3 Conway St #30,Roslindale,MA,2131,-71.13016077,42.28785962552897,W,W,6
199838,38 Burton St # 2,Brighton,MA,2135,-71.17236971,42.35466866903703,M,M,4
375597,14 John Eliot Sq #5A,Roxbury,MA,2119,-71.09038058,42.329389565225085,MTH,MTH,10
217304,566 Commonwealth Ave #1001,Boston,MA,2215,-71.09882756,42.34877757397974,TF,TF,10
153018,62-64 Wrentham St # 4,Dorchester,MA,2124,-71.06031661,42.288462528036085,F,F,7
336086,22 Wheatland Ave # 1,Dorchester,MA,2124,-71.07290062,42.29346954533257,T,T,7
431951,860 Harrison Ave #98,Roxbury,MA,2118,-71.07532603,42.33450135350768,TF,TF,10
452091,238-240 Warren St,Roxbury,MA,2119,-71.08200235,42.32260583112589,MTH,MTH,10
368012,303 Columbus Ave #306,Boston,MA,2116,-71.07451051,42.34678954230656,TF,TF,1
99205,58 Mozart St,Jamaica Plain,MA,2130,-71.10440063,42.32079958526445,MTH,MTH,10
12641,15 N Beacon St #423,Allston,MA,2134,-71.13765063,42.35424962356704,F,F,4
409991,112 Lake Shore Rd # 2,Brighton,MA,2135,-71.16730073,42.34330966493968,TH,TH,4
288078,28 Oxford St #5,Boston,MA,2111,-71.06026047,42.35162952321049,MF,MF,1
276805,7 Montfern Ave #1,Brighton,MA,2135,-71.1644427,42.35026965970134,M,M,4
360754,20 Tileston St #1C,Boston,MA,2113,-71.05393042,42.36533951395754,MTH,MTH,1
198767,4 Browning Ave #2,Dorchester,MA,2124,-71.08054064,42.29421955585072,M,M,3
305396,14 Samoset St # 1,Dorchester,MA,2124,-71.06473061,42.29170953413525,T,T,7
830,567 Adams St,Dorchester,MA,2124,-71.0566006,42.29027952278537,F,F,7
249873,52 Hazleton St #2,Mattapan,MA,2126,-71.09570071,42.279829578628345,M,M,7
151543,22 Woodglen Rd,Hyde Park,MA,2136,-71.12127084,42.243819650215286,M,M,8
413591,75 Pierce St # 2,Hyde Park,MA,2136,-71.11713081,42.256919612175984,T,T,8
39369,2000 Commonwealth Ave #1102,Brighton,MA,2135,-71.15852071,42.33941965377336,TH,TH,4
18960,34 Bradford St # 1,Roxbury,MA,2118,-71.0685545,42.34290253493015,TF,TF,1
367357,186 Commonwealth Ave #46,Boston,MA,2116,-71.07974051,42.351019548730086,MTH,MTH,1
32057,72 Chickatawbut St,Dorchester,MA,2122,-71.05005059,42.28563951418411,TH,TH,7
387571,9 W Broadway #114,South Boston,MA,2127,-71.05756817,42.34256397724389,F5,F,5
330200,96 Washington St #B1,Brighton,MA,2135,-71.14406067,42.34405963413722,T,T,4
229388,4 Ellis St # 1,Roxbury,MA,2119,-71.0918506,42.32302956798355,MTH,MTH,10
177098,38 Allston St #2,Charlestown,MA,2129,-71.06337041,42.380809524814346,W1A,W,1A
114423,26 Radnor Rd,Brighton,MA,2135,-71.15797071,42.34071965336371,TH,TH,4
346437,104 W Broadway,South Boston,MA,2127,-71.05480905,42.34165902681573,TH5,TH,5
194922,11 Bradford St # 2,Roxbury,MA,2118,-71.06898051,42.34244953546885,TF,TF,1
160066,95 Topliff St #3,Dorchester,MA,2122,-71.06781557,42.30155139300523,T,T,3
412346,150 Georgetowne Pl,Hyde Park,MA,2136,-71.14532088,42.254139653076365,F,F,6
323601,146 Tyndale St # 2,Roslindale,MA,2131,-71.1438608,42.28690964478696,W,W,6
78924,22 Irving St # 4,Boston,MA,2114,-71.06625046,42.36060953,MF,MF,1
176523,43 Aldie St #1,Allston,MA,2134,-71.13509462,42.35876861972111,F,F,4
122227,66 Sanborn Ave,West Roxbury,MA,2132,-71.16533086,42.28125967632808,F,F,6
41779,30-34 E Concord St # 10,Roxbury,MA,2118,-71.07403053,42.33739954260217,TF,TF,1
177737,34 Amherst St #2,Roslindale,MA,2131,-71.13219078,42.28573962872739,TH,TH,6
243128,83 Greaton Rd # 1,West Roxbury,MA,2132,-71.15144081,42.290959654519085,W,W,6
7143,2 Avery St #32D,Boston,MA,2111,-71.06284247,42.35306653,MF,MF,1
5460,472 Ashmont St,Dorchester,MA,2122,-71.05384059,42.288849519752986,TH,TH,7
62399,740-744 Gallivan Blvd,Dorchester,MA,2122,-71.04576058,42.28461951,TH,TH,7
301359,24 Rosemont St #1,Dorchester,MA,2122,-71.05628059,42.29281952238887,F,F,7
422636,41 Breck Ave,Brighton,MA,2135,-71.16889169,42.34933161066247,TH,TH,4
230620,59 Endicott St # 3,Boston,MA,2113,-71.05705043,42.36353951815151,MTH,MTH,1
207661,125 Chiswick Rd #507,Brighton,MA,2135,-71.1524107,42.34080965,T,T,4
267805,40 Manthorne Rd # 2,West Roxbury,MA,2132,-71.15098081,42.288549654341445,M,M,6
13541,53 Belfort St,Dorchester,MA,2125,-71.05407053,42.314819517416886,F,F,3
359090,42 Beach St #6B,Boston,MA,2111,-71.06093491,42.35160266709886,MF,MF,1
366565,190 Beacon St #2,Boston,MA,2116,-71.0775305,42.354339545500174,MTH,MTH,1
141009,50 Von Hillern St,South Boston,MA,2127,-71.05512052,42.32441951816077,TH5,TH,5
255655,650 Huntington Ave #7L,Mission Hill,MA,2120,-71.10043059,42.33527957783087,TF,TF,10
247941,490 Harrison Ave #203,Roxbury,MA,2118,-71.0657895,42.34214053126813,TF,TF,1
108983,103 Pembroke St,Roxbury,MA,2118,-71.07652052,42.34246954527824,TF,TF,1
350844,2001 Commonwealth Ave,Brighton,MA,2135,-71.15820515,42.34014377883495,TH,TH,4
129314,29 Speedwell St,Dorchester,MA,2122,-71.06690059,42.304129535779744,T,T,3
262138,206 L St # 2,South Boston,MA,2127,-71.03502046,42.33113949118945,T5,T,5
41029,50 Commonwealth Ave #502,Boston,MA,2116,-71.0739805,42.35256954064207,MTH,MTH,1
219195,320 Cornell St # 1,Roslindale,MA,2131,-71.1392808,42.28179963932106,TH,TH,6
215054,1455 Commonwealth Ave #304,Brighton,MA,2135,-71.14118065,42.34869962947457,W,W,4
219386,23 Cortes St #4,Boston,MA,2116,-71.0707705,42.34839953723193,MF,MF,1
315888,329 Summit Ave #6,Brighton,MA,2135,-71.14049066,42.34577962913562,W,W,4
38624,1758 Commonwealth Ave #1758-B,Brighton,MA,2135,-71.14982669,42.34078964224626,T,T,4
246634,1 Hanson St #2,Roxbury,MA,2118,-71.06969051,42.34353954,TF,TF,1
31040,139 Chestnut Ave #1,Jamaica Plain,MA,2130,-71.10616064,42.318249588291934,F,F,2
367422,271 Dartmouth St #4D,Boston,MA,2116,-71.07734051,42.350719545622105,MTH,MTH,1
146325,6 Waterlow St,Dorchester,MA,2121,-71.07666062,42.29776954980712,M,M,3
120723,162 Saint Botolph St,Boston,MA,2115,-71.08289054,42.34293955373689,MTH,MTH,1
339966,17 Yuill Cir #2,Hyde Park,MA,2136,-71.13045086,42.23722969590558,T,T,8
367055,1 Marlborough St #B,Boston,MA,2116,-71.07270049,42.354719539168414,MTH,MTH,1
176553,9 Aldie St #1,Allston,MA,2134,-71.13638762,42.35903362135263,F,F,4
404878,3 Lorraine Ter # 301,Allston,MA,2134,-71.13916065,42.34789962700994,W,W,4
216902,381 Commonwealth Ave #7,Boston,MA,2215,-71.08968054,42.34943956189098,MTH,MTH,10
408774,16 Ransom Rd # 2,Brighton,MA,2135,-71.14485068,42.34311963538845,T,T,4
235067,25 Fessenden St # 1,Mattapan,MA,2126,-71.0922907,42.27854957398074,W,W,7
414291,271 Wood Ave,Hyde Park,MA,2136,-71.11007077,42.264559600956254,F,F,8
335388,91 Westland Ave #416,Boston,MA,2115,-71.08957055,42.34414956238185,TF,TF,10
230631,82 Endicott St #3,Boston,MA,2113,-71.05741043,42.36394951852821,MTH,MTH,1
230407,130 Endicott St #502,Boston,MA,2113,-71.05750043,42.36477951862781,MTH,MTH,1
68259,46 Halliday St,Roslindale,MA,2131,-71.11329073,42.2877496,TH,TH,2
184228,395 Beacon St #4F,Boston,MA,2116,-71.08505052,42.35179955560575,MTH,MTH,1
15862,131 Blake St,Mattapan,MA,2126,-71.10458075,42.26878959,F,F,8
131656,350 Stuart St,Boston,MA,2116,-71.0724405,42.34923953926258,TF,TF,1
39439,2000 Commonwealth Ave #1712,Brighton,MA,2135,-71.15852071,42.33941965377336,TH,TH,4
282030,177 Newbury St #41,Boston,MA,2116,-71.07937051,42.35067954824004,MTH,MTH,1
134818,49 Thetford Ave,Dorchester,MA,2124,-71.07864066,42.28464955435395,T,T,7
99054,66 Mount Vernon St,West Roxbury,MA,2132,-71.15979084,42.28415966763164,M,M,6
63672,73 Gibson St # 3,Dorchester,MA,2122,-71.05754058,42.29787952399978,F,F,7
101278,39 Newburg St,Roslindale,MA,2131,-71.13950079,42.28524964,TH,TH,6
432319,25 William T Morrissey Blvd #70,Dorchester,MA,2125,-71.051249,42.31990494817101,F,F,3
218371,40 Congreve St #1,Roslindale,MA,2131,-71.13827078,42.28911963653373,W,W,6
87949,46 Lyon St # 1,Dorchester,MA,2122,-71.06108057,42.30600952800025,W,W,3
26396,29 Castleton St # 2,Jamaica Plain,MA,2130,-71.11413065,42.32348959792039,T,T,2
66085,56 Gray St,Boston,MA,2116,-71.07215051,42.34530953974088,TF,TF,1
67457,376-380 Grove St,West Roxbury,MA,2132,-71.15582089,42.25683967,F,F,6
38821,1870 Commonwealth Ave #12,Brighton,MA,2135,-71.15239543,42.33814484067016,T,T,4
379420,42 Lyon St # 5,Dorchester,MA,2122,-71.06093057,42.30603952774887,W,W,3
397091,33 Green St #1,Jamaica Plain,MA,2130,-71.11230067,42.31247959702359,T,T,2
356705,8 Winter St #500,Boston,MA,2108,-71.06081516,42.35547509643727,MF,MF,1
76904,30-32 Hutchings St,Dorchester,MA,2121,-71.08906062,42.30982956559688,MTH,MTH,10
375585,14 John Eliot Sq #3A,Roxbury,MA,2119,-71.09038058,42.329389565225085,MTH,MTH,10
185094,871 Beacon St #10,Boston,MA,2215,-71.10428058,42.34657958142573,TF,TF,10
166593,10 Isabella St,Boston,MA,2116,-71.06983113,42.34859490527668,MF,MF,1
135253,148 W Third St #1,South Boston,MA,2127,-71.05065047,42.34023951105864,TH5,TH,5
233987,92 Fawndale Rd # 1,Roslindale,MA,2131,-71.12026074,42.28920961151125,W,W,2
284587,190 Northampton St #409,Roxbury,MA,2118,-71.07959054,42.33736955,TF,TF,10
24236,32 Business St,Hyde Park,MA,2136,-71.12636083,42.25417962621805,W,W,8
144913,3381 Washington St,Jamaica Plain,MA,2130,-71.10539066,42.30883958821419,F,F,2
351461,20-22 Haynes St,East Boston,MA,2128,-71.03799968,42.366865404318965,W,W,9
261472,71 Kilsyth Rd #7,Brighton,MA,2135,-71.14450668,42.339916635561046,T,T,4
385586,370 Savin Hill Ave #5,Dorchester,MA,2125,-71.05120053,42.31248951401078,F,F,3
135695,10 Thompson Sq,Charlestown,MA,2129,-71.06367042,42.37490952542685,W1A,W,1A
243577,87 Greenfield Rd # 2,Mattapan,MA,2126,-71.10212075,42.26784958921118,F,F,8
62429,14 Gannett St,Dorchester,MA,2121,-71.0813306,42.31411955451738,MTH,MTH,10
307060,10 Sayward St # 1,Dorchester,MA,2125,-71.06862057,42.31379953756712,W,W,3
150286,247 Willow St,West Roxbury,MA,2132,-71.15748081,42.29413966187563,M,M,6
380589,296 Norwell St # 1,Dorchester,MA,2124,-71.07713064,42.29232955129216,T,T,7
17908,9 Boxford Ter,West Roxbury,MA,2132,-71.15073083,42.28147965511558,T,T,6
237755,110 Francis St Ste 1B,Boston,MA,2215,-71.10995061,42.337089590262245,TF,TF,10
381035,1737 Dorchester Ave,Dorchester,MA,2124,-71.06303061,42.29100953187032,T,T,7
44827,190 Cummins Hwy,Roslindale,MA,2131,-71.12196376,42.28189961533943,W,W,2
35894,529 Columbus Ave #20,Roxbury,MA,2118,-71.08042053,42.34195955039283,TF,TF,1
114249,10 Radcliffe Rd #10-1,Allston,MA,2134,-71.13428051,42.350773288393775,W,W,4
431514,600 Harrison Ave #137,Roxbury,MA,2118,-71.06805359,42.34010912066167,TF,TF,1
246967,37 Harbor View St #3,Dorchester,MA,2125,-71.05485053,42.31704951861192,F,F,3
425250,9-23 Griggs St #1,Allston,MA,2134,-71.13355064,42.347819619664456,W,W,4
407343,6 Lane Park,Brighton,MA,2135,-71.15922071,42.34191965458294,TH,TH,4
92106,433-435 Massachusetts Ave,Roxbury,MA,2118,-71.08206693,42.34054971,TF,TF,10
213001,1079 Commonwealth Ave #434,Allston,MA,2215,-71.12453902,42.35290048521209,TH,TH,4
149965,124 Williams Ave,Hyde Park,MA,2136,-71.11509082,42.246839626074845,M,M,8
390719,805 E Sixth St,South Boston,MA,2127,-71.02821044,42.333069482009925,T5,T,5
164018,40 Cummings Rd,Brighton,MA,2135,-71.14505613,42.34057043374912,T,T,4
220419,10 Crescent Ave # 3,Dorchester,MA,2125,-71.05615053,42.31886952026779,F,F,3
343965,29-41 Trustman Ter,East Boston,MA,2128,-71.01396654,42.38746427635168,TH,TH,9
140718,49 Vine St,Charlestown,MA,2129,-71.0568504,42.37723951688789,W1A,W,1A
417040,170 Brookline Ave #525,Boston,MA,2215,-71.10142058,42.34411957800591,TF,TF,10
115390,45 Revere St,Boston,MA,2114,-71.06807047,42.359659532717245,MF,MF,1
272191,581 Massachusetts Ave #6,Roxbury,MA,2118,-71.07841354,42.33736554840144,TF,TF,10
214701,1376 Commonwealth Ave #16,Allston,MA,2134,-71.13732065,42.34794962456324,W,W,4
192577,1171 Boylston St #24,Boston,MA,2215,-71.09358355,42.34676356734504,TF,TF,10
366184,150 Huntington Ave #NN6,Boston,MA,2115,-71.08179053,42.344909552070646,MTH,MTH,1
232779,78 Fairmount Ave #3,Hyde Park,MA,2136,-71.11987082,42.25467961644996,T,T,8
166325,1 Horadan Way,Mission Hill,MA,2120,-71.09901645,42.33437475499756,TF,TF,10
214985,1444 Commonwealth Ave #5,Allston,MA,2134,-71.14007065,42.34793962820114,W,W,4
241032,18 Gibson St # 2,Dorchester,MA,2122,-71.06015059,42.29763952735243,F,F,7
265787,58 London St # 2,East Boston,MA,2128,-71.04074038,42.37151949665541,T,T,9
52856,37 Ellington St,Dorchester,MA,2121,-71.08377063,42.30170955910902,M,M,3
381725,210 Norfolk St,Dorchester,MA,2124,-71.08009066,42.28550955611345,T,T,7
80526,278 K St #5,South Boston,MA,2127,-71.03718045,42.33407949373302,T5,T,5
23899,11 Burnside Ave,Roslindale,MA,2132,-71.14533079,42.29249965,W,W,6
129300,6-8 Spaulding St,Dorchester,MA,2122,-71.05443459,42.29232651957192,F,F,7
195457,145 Brayton Rd # 1,Brighton,MA,2135,-71.17341072,42.34964967156715,TH,TH,4
251178,5 Henry Sterling Sq ##932,South Boston,MA,2127,-71.05448051,42.32639951747164,TH5,TH,5
273215,27 Colonel Michael J. McDonough Way #679,South Boston,MA,2127,-71.0535205,42.32766951611965,TH5,TH,5
390812,485 E Broadway #4,South Boston,MA,2127,-71.04547047,42.33526950485868,W5,W,5
301525,119 Rosseter St #2,Dorchester,MA,2121,-71.07329061,42.30188954507157,T,T,3
190205,825 Blue Hill Ave #1E,Dorchester,MA,2124,-71.08759065,42.29695956520749,M,M,7
104775,81 Oakland St,Brighton,MA,2135,-71.15965069,42.35140965330034,M,M,4
77711,965 Hyde Park Ave,Hyde Park,MA,2136,-71.12126079,42.26673961666853,TH,TH,8
333911,120 Welles Ave # 1,Dorchester,MA,2124,-71.06526062,42.28972953506187,T,T,7
327759,2 Walnut St # 2,Boston,MA,2108,-71.06580347,42.357486529951615,MF,MF,1
413342,6 Wilton St,Hyde Park,MA,2136,-71.12625084,42.24915963055744,T,T,8
230019,12 Elwyn Rd # 1,Dorchester,MA,2124,-71.07449062,42.29558955,M,M,3
178767,94 Appleton St #1,Boston,MA,2116,-71.07356051,42.34527954120486,TF,TF,1
49129,11 Doris St #1,Dorchester,MA,2125,-71.05647054,42.31351952108038,F,F,3
62290,400 Gallivan Blvd,Dorchester,MA,2124,-71.06117062,42.281509530289725,TH,TH,7
317017,22 Swan Ave # 1,East Boston,MA,2128,-70.99735025,42.38895944018847,F,F,9
152526,75 Worcester St,Roxbury,MA,2118,-71.07775053,42.33945954695722,TF,TF,1
203467,275 Centre St #183,Jamaica Plain,MA,2130,-71.10125062,42.32364958049853,MTH,MTH,10
410461,6 Sutherland Rd Bsmt,Brighton,MA,2135,-71.1506307,42.33665964429202,T,T,4
123941,7 School Street Pl,Roxbury,MA,2119,-71.09709263,42.313531575855485,F,F,2
310398,757 Shawmut Ave #1203,Mission Hill,MA,2120,-71.08432056,42.332079556852015,TF,TF,10
436931,142 Northern Ave #105,Boston,MA,2210,-71.04318638,42.35130985493594,TH5,TH,5
405911,67A Riverview Rd,Brighton,MA,2135,-71.15889068,42.35713965095523,M,M,4
11389,41 Beacon St #6,Boston,MA,2108,-71.06652047,42.35709953067304,MF,MF,1
23911,18 Burr St,Jamaica Plain,MA,2130,-71.10895065,42.31693959209729,T,T,2
313564,159 W Springfield St #B,Roxbury,MA,2118,-71.07881054,42.33924954877525,TF,TF,1
20530,80 Broad St #606,Boston,MA,2110,-71.05302044,42.35768951,MF,MF,1
435000,45 W Third St #315,South Boston,MA,2127,-71.05430872,42.34209602943322,TH5,TH,5
191556,20 Bowdoin Ave #31,Dorchester,MA,2121,-71.07561061,42.30272954818154,T,T,3
91618,6 Marlin Rd,West Roxbury,MA,2132,-71.16532083,42.294379672980696,M,M,6
286883,95 Old Ironsides Way #B,Charlestown,MA,2129,-71.0585804,42.37997951885303,W1A,W,1A
89018,11-13 Mansfield St #3,Allston,MA,2134,-71.13035361,42.357306614150026,F,F,4
217964,27 E Concord St #4,Roxbury,MA,2118,-71.07440053,42.33723954313547,TF,TF,1
373070,42 Westminster Ct # F,Roxbury,MA,2119,-71.09473062,42.31615957269237,MTH,MTH,10
257418,1344 Hyde Park Ave #299,Hyde Park,MA,2136,-71.12480284,42.25168262,T,T,8
210327,1410 Columbia Rd #8D,South Boston,MA,2127,-71.04356047,42.33093950253345,W5,W,5
122203,16-18 Sanborn Ave,West Roxbury,MA,2132,-71.16403086,42.28011967436137,F,F,6
130011,220 W Springfield St,Roxbury,MA,2118,-71.08078054,42.34064955087796,TF,TF,1
323915,116 Union Park St #2,Roxbury,MA,2118,-71.0656905,42.33997953132608,TF,TF,1
54980,165 Everett St,Allston,MA,2134,-71.13696038,42.35866337570416,F,F,4
309142,699 E Seventh St #1,South Boston,MA,2127,-71.03220045,42.33219948737575,T5,T,5
35520,1951-1955 Columbus Ave,Roxbury,MA,2119,-71.09850063,42.31609958,MTH,MTH,10
45249,25 Custer St # 25-306,Jamaica Plain,MA,2130,-71.11710069,42.30749960472961,M,M,2
73251,36-38 Hichborn St,Brighton,MA,2135,-71.14348434,42.355813,TH,TH,4
407009,20 Dustin St,Brighton,MA,2135,-71.14630066,42.351479635685365,T,T,4
309460,3 Shafter St # 1,Dorchester,MA,2121,-71.07654062,42.29834954987796,M,M,3
436612,36-62 Poydras St #54,Mattapan,MA,2126,-71.1054472,42.26234864176021,TH,TH,8
274664,423 Meridian St #1,East Boston,MA,2128,-71.03904035,42.38109749399161,M,M,9
68601,37 Hampstead Rd # 37-1,Jamaica Plain,MA,2130,-71.1159787,42.30389760319939,M,M,2
105692,15 Orkney Rd,Brighton,MA,2135,-71.1482507,42.33753964,T,T,4
278027,943 Morton St #3,Mattapan,MA,2126,-71.08243068,42.28003956000151,W,W,7
285258,100 Norway St #801,Boston,MA,2115,-71.08812054,42.34502956035512,TF,TF,10
326329,626 Walk Hill St #1,Mattapan,MA,2126,-71.09697071,42.28055958027307,M,M,7
138440,6 Trescott St # 3,Dorchester,MA,2125,-71.06033055,42.315609526323904,TH,TH,3
106307,12 Pacific St,South Boston,MA,2127,-71.04543047,42.33401950464444,W5,W,5
268926,40 Marion St #3,East Boston,MA,2128,-71.03803035,42.37953949270841,M,M,9
336743,25 Wigglesworth St # 3,Mission Hill,MA,2120,-71.1026006,42.33452958087558,TF,TF,10
310767,36 Shepard St #3,Brighton,MA,2135,-71.15063068,42.346499642339005,T,T,4
58847,216 Florence St #3C,Roslindale,MA,2131,-71.12011075,42.28664961145381,W,W,2
152930,70 Wren St,West Roxbury,MA,2132,-71.15048083,42.28066965540167,T,T,6
177483,82 American Legion Hwy #1,Dorchester,MA,2124,-71.09091066,42.29689956986514,M,M,7
292931,19 Peterborough St #24,Boston,MA,2215,-71.09597056,42.34430957077144,TF,TF,10
50053,131 Dunster Rd,Jamaica Plain,MA,2130,-71.11998069,42.313319607104205,T,T,2
350769,71-77 Fermoy Heights Ave,Dorchester,MA,2124,-71.09018371,42.29618885790463,M,M,7
326557,28 Wallingford Rd #1613,Brighton,MA,2135,-71.15233325,42.34158147966794,T,T,4
221017,237 Cummins Hwy #A21,Roslindale,MA,2131,-71.12125076,42.28047961433564,TH,TH,6
433569,23-55 Northern Ave #180,Boston,MA,2210,-71.04722028,42.353108179533415,TH5,TH,5
209010,1 Cliffmont St #109,Roslindale,MA,2131,-71.1207877,42.27754611610193,TH,TH,8
115592,19 Rhoda St,West Roxbury,MA,2132,-71.14687081,42.286999648649775,W,W,6
53352,44 Elmira St,Brighton,MA,2135,-71.14873066,42.35292963857384,T,T,4
181142,270 Babcock St #12G,Boston,MA,2215,-71.1213806,42.35272960287347,TH,TH,4
258927,39 Irving St #1,Boston,MA,2114,-71.06650046,42.359979530626006,MF,MF,1
312722,6 Southbourne Rd #202,Jamaica Plain,MA,2130,-71.11771173,42.29011760788462,TH,TH,2
119358,5 Royce Rd # 1,Allston,MA,2134,-71.13191063,42.34911961703346,W,W,4
390154,8 General Jozef Pilsudski Way # 552,South Boston,MA,2127,-71.05109049,42.33075951262925,W5,W,5
65858,135 Granite Ave # 6,Dorchester,MA,2124,-71.05463362,42.27888952103938,TH,TH,7
126363,476 Shawmut Ave #6,Roxbury,MA,2118,-71.07596053,42.33850954499896,TF,TF,1
125486,661R E Seventh St,South Boston,MA,2127,-71.03387045,42.33195948978991,T5,T,5
315085,15 Stratton St #3,Dorchester,MA,2124,-71.08865067,42.29046956750453,M,M,7
337675,9 Winston Rd # 3,Dorchester,MA,2124,-71.08689067,42.28551956556562,M,M,7
127982,168 W Sixth St # 2,South Boston,MA,2127,-71.05196048,42.33626951,F5,F,5
432328,25 William T Morrissey Blvd #79,Dorchester,MA,2125,-71.051249,42.31990494817101,F,F,3
183389,66 Beach Point Pl #409,Dorchester,MA,2125,-71.04042049,42.31890949900153,,,
23594,342 Bunker Hill St #1A,Charlestown,MA,2129,-71.06791042,42.381279530696204,W1A,W,1A
373607,39 Hawthorne St,Roxbury,MA,2119,-71.0924106,42.32439956854648,MTH,MTH,10
21437,332 W Broadway,South Boston,MA,2127,-71.04987647,42.338414510584734,TH5,TH,5
134394,24 Tennis Rd,Mattapan,MA,2126,-71.09501071,42.27570958,M,M,7
45053,33 Cunard St,Mission Hill,MA,2120,-71.08612056,42.336709558356624,TF,TF,10
73518,10 High Rock Way,Allston,MA,2134,-71.13875064,42.35121962623619,W,W,4
272491,19 Mattakeeset St # 2,Mattapan,MA,2126,-71.09909075,42.26394958541215,TH,TH,8
159450,88 Cedar St #7,Roxbury,MA,2119,-71.09244402,42.326384529105525,MTH,MTH,10
